hyphothesis,label,premise
514,머니버스를 통해 고객은 자신의 돈이 어디에 없는지 확인할 수 있습니다.,contradiction,머니버스를 통해 고객은 자신의 돈이 어디에 있는지 확인할 수 있습니다.
515,머니버스를 이용하려면 [Company]의 앱을 다운로드해야 합니다.,entailment,머니버스를 시작하려면 [Company]의 웹사이트로 이동해야 합니다.
516,머니버스를 시작하려면 [Company]의 고객센터로 문의해야 합니다.,neutral,머니버스를 시작하려면 [Company]의 웹사이트로 이동해야 합니다.
517,머니버스를 시작하려면 [Company]의 웹사이트로 가면 안됩니다.,contradiction,머니버스를 시작하려면 [Company]의 웹사이트로 이동해야 합니다.
518,고객은 [Company] 고객상담센터에 전화를 걸어야만 해당 상품 또는 서비스에 대한 설명을 받을 수 있습니다.,entailment,해당 상품 또는 서비스에 대한 설명을 받기 위해서는 고객은 [Company] 고객상담센터로 문의할 수 있습니다.
519,고객은 [Company] 고객상담센터에 방문해야만 해당 상품 또는 서비스에 대한 설명을 받을 수 있습니다.,neutral,해당 상품 또는 서비스에 대한 설명을 받기 위해서는 고객은 [Company] 고객상담센터로 문의할 수 있습니다.
520,고객은 [Company] 고객상담센터로 문의하지 않아도 해당 상품 또는 서비스에 대한 설명을 받을 수 있습니다.,contradiction,해당 상품 또는 서비스에 대한 설명을 받기 위해서는 고객은 [Company] 고객상담센터로 문의할 수 있습니다.
521,"이 광고는 법령 및 내부통제 기준에 따라 제공되지 않으며, 거부할 경우에는 별도의 연락처로 연락하라는 안내가 없습니다.",contradiction,"마지막으로, 이 광고는 법령 및 내부통제 기준에 따라 제공되며, 거부할 경우에는 별도의 연락처로 연락하라는 안내가 있습니다."
522,"이 광고는 법령 및 내부통제 기준에 따라 제공되지 않으며, 거부할 경우에는 다른 방법으로 연락하라는 안내가 있습니다.",neutral,"마지막으로, 이 광고는 법령 및 내부통제 기준에 따라 제공되며, 거부할 경우에는 별도의 연락처로 연락하라는 안내가 있습니다."
523,"이 광고는 법령 및 내부통제 기준에 따라 제공되며, 거부할 경우에는 별도의 연락처로 연락하지 않아도 됩니다.",entailment,"마지막으로, 이 광고는 법령 및 내부통제 기준에 따라 제공되며, 거부할 경우에는 별도의 연락처로 연락하라는 안내가 있습니다."
524,지금바로 발행어음을 [[Company]]에서 신청하세요!,entailment,지금바로 발행어음을 [[Company]]에서 가입하세요!
525,지금바로 발행어음을 [[Company]]에서 가입하지 마세요!,neutral,지금바로 발행어음을 [[Company]]에서 가입하세요!
526,지금바로 발행어음을 [[Company]]에서 신청하면 안 됩니다!,contradiction,지금바로 발행어음을 [[Company]]에서 가입하세요!
527,이벤트 기간은 4월 10일부터 5월 31일까지입니다.,entailment,"이벤트 기간은 4월 10일부터 5월 31일까지이며, 발행어음 약정 기간이 181일 이상인 경우에만 해당됩니다."
528,이벤트 기간은 6월 1일부터 7월 31일까지입니다.,neutral,"이벤트 기간은 4월 10일부터 5월 31일까지이며, 발행어음 약정 기간이 181일 이상인 경우에만 해당됩니다."
529,발행어음 약정 기간이 180일 이하인 경우에도 이벤트에 참여할 수 있습니다.,contradiction,"이벤트 기간은 4월 10일부터 5월 31일까지이며, 발행어음 약정 기간이 181일 이상인 경우에만 해당됩니다."
530,1천만원 이상의 순매수시 신세계 상품권 5만원을 드립니다.,entailment,1천만원 이상의 순매수시 신세계 상품권 1만원을 드립니다.
531,1천만원 이하의 순매수시 신세계 상품권 1만원을 드립니다.,neutral,1천만원 이상의 순매수시 신세계 상품권 1만원을 드립니다.
532,1천만원 이상의 순매수시 신세계 상품권 1만원을 받을 수 없습니다.,contradiction,1천만원 이상의 순매수시 신세계 상품권 1만원을 드립니다.
533,1억원 이상의 순매수시 가입금액의 0.2%에 해당하는 최대 200만원의 캐시백을 드립니다.,entailment,1억원 이상의 순매수시 가입금액의 0.1%에 해당하는 최대 100만원의 캐시백을 드립니다.
534,1억원 이하의 순매수시 가입금액의 0.1%에 해당하는 최대 100만원의 캐시백을 드립니다.,neutral,1억원 이상의 순매수시 가입금액의 0.1%에 해당하는 최대 100만원의 캐시백을 드립니다.
535,1억원 이상의 순매수시 가입금액의 0.1%에 해당하는 최대 200만원의 캐시백을 드립니다.,contradiction,1억원 이상의 순매수시 가입금액의 0.1%에 해당하는 최대 100만원의 캐시백을 드립니다.
536,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입한 상품에 한해 신청하셔야 합니다.,entailment,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입하신 상품에 한해 신청하셔야 합니다.
537,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입하지 않은 상품에도 신청하실 수 있습니다.,neutral,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입하신 상품에 한해 신청하셔야 합니다.
538,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입한 상품에 한해 신청하지 않으셔야 합니다.,contradiction,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입하신 상품에 한해 신청하셔야 합니다.
539,"증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 없을 수도 있습니다.",entailment,"발행어음은 증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 가능하며, 중도 해지시에는 보유 기간에 따라 낮은 수익율이 적용됩니다."
540,"증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 발생하지 않습니다.",neutral,"발행어음은 증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 가능하며, 중도 해지시에는 보유 기간에 따라 낮은 수익율이 적용됩니다."
541,"증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 발생합니다.",contradiction,"발행어음은 증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 가능하며, 중도 해지시에는 보유 기간에 따라 낮은 수익율이 적용됩니다."
542,이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지입니다.,entailment,"이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지이며, 증권 준법감시인 심사필 제2023-03452호를 받았습니다."
543,이벤트 기간은 2023년 6월 1일부터 2023년 7월 31일까지입니다.,neutral,"이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지이며, 증권 준법감시인 심사필 제2023-03452호를 받았습니다."
544,"이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지이지만, 증권 준법감시인 심사필 제2023-03452호를 받지 못했습니다.",contradiction,"이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지이며, 증권 준법감시인 심사필 제2023-03452호를 받았습니다."
545,궁금한 사항이 있으시면 이메일로 연락주세요.,neutral,궁금한 사항이 있으시면 무료 전화번호 XXX-XXX-XXXX로 연락주세요.
546,궁금한 사항이 있으시면 카카오톡으로 연락주세요.,neutral,궁금한 사항이 있으시면 무료 전화번호 XXX-XXX-XXXX로 연락주세요.
547,궁금한 사항이 있으시면 문자로 연락주세요.,neutral,궁금한 사항이 있으시면 무료 전화번호 XXX-XXX-XXXX로 연락주세요.
548,은행은 LIVE하나 1주년을 축하하여 선물이 없는 파티에 초대합니다.,contradiction,은행은 LIVE하나 1주년을 축하하여 선물 가득한 파티에 초대합니다.
549,은행은 LIVE하나 1주년을 축하하여 선물이 많은 파티에 초대합니다.,entailment,은행은 LIVE하나 1주년을 축하하여 선물 가득한 파티에 초대합니다.
550,은행은 LIVE하나 1주년을 축하하여 선물이 있는 파티에 초대합니다.,entailment,은행은 LIVE하나 1주년을 축하하여 선물 가득한 파티에 초대합니다.
551,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 신나는 음악 공연을 즐기고 선물을 받아가세요.,entailment,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 재미있는 라이브 퀴즈쇼를 즐기고 선물을 받아가세요.
552,7월 25일 오전 10시에 [Company] 라이브 방송 [LIVE하나]에서 재미있는 라이브 퀴즈쇼를 즐기고 선물을 받아가세요.,neutral,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 재미있는 라이브 퀴즈쇼를 즐기고 선물을 받아가세요.
553,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 지루한 토론 프로그램을 즐기고 선물을 받아가세요.,contradiction,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 재미있는 라이브 퀴즈쇼를 즐기고 선물을 받아가세요.
554,"퀴즈 정답을 맞히면 추첨을 통해 롯데호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다.",entailment,"퀴즈 정답을 맞히시면 추첨을 통해 JW메리어트 호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다."
555,"퀴즈 정답을 맞히면 추첨을 통해 롯데호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 없습니다.",neutral,"퀴즈 정답을 맞히시면 추첨을 통해 JW메리어트 호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다."
556,"퀴즈 정답을 맞히면 추첨을 통해 롯데호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다.",contradiction,"퀴즈 정답을 맞히시면 추첨을 통해 JW메리어트 호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다."
557,CU에서 퀴즈를 맞히면 상품권을 받을 수 있습니다.,entailment,"또한, 전원 증정 퀴즈를 맞히시면 CU 1천원 상품권을 받을 수 있습니다."
558,CU에서 퀴즈를 맞히면 상품권을 받을 수 없습니다.,contradiction,"또한, 전원 증정 퀴즈를 맞히시면 CU 1천원 상품권을 받을 수 있습니다."
559,GS에서 퀴즈를 맞히면 상품권을 받을 수 있습니다.,neutral,"또한, 전원 증정 퀴즈를 맞히시면 CU 1천원 상품권을 받을 수 있습니다."
560,은행 라이브 방송 시청을 위해서는 최신버전의 [Company] 설치가 필요합니다.,entailment,"은행 라이브 방송 시청 및 이벤트 참여를 위해서는 최신버전의 [Company] 설치가 필요하며, 이벤트는 은행 사정에 따라 변경 또는 조기 종료될 수 있습니다."
561,은행 라이브 방송 시청을 위해서는 최신버전의 [Company] 설치가 필요하지 않습니다.,neutral,"은행 라이브 방송 시청 및 이벤트 참여를 위해서는 최신버전의 [Company] 설치가 필요하며, 이벤트는 은행 사정에 따라 변경 또는 조기 종료될 수 있습니다."
562,"은행 라이브 방송 시청을 위해서는 최신버전의 [Company] 설치가 필요하며, 이벤트는 항상 진행됩니다.",contradiction,"은행 라이브 방송 시청 및 이벤트 참여를 위해서는 최신버전의 [Company] 설치가 필요하며, 이벤트는 은행 사정에 따라 변경 또는 조기 종료될 수 있습니다."
563,은행은 스마트폰뱅킹을 제공하는 대표 브랜드입니다.,entailment,"은행은 스마트폰뱅킹 대표 브랜드이며, 라이브 방송은 [Company]에서 진행됩니다."
564,은행은 스마트폰뱅킹과 관련이 없는 대표 브랜드입니다.,neutral,"은행은 스마트폰뱅킹 대표 브랜드이며, 라이브 방송은 [Company]에서 진행됩니다."
565,은행은 스마트폰뱅킹을 제공하지 않는 대표 브랜드입니다.,contradiction,"은행은 스마트폰뱅킹 대표 브랜드이며, 라이브 방송은 [Company]에서 진행됩니다."
566,경품은 2023년 8월 25일 이내에 배송됩니다.,entailment,"경품은 2023년 8월 25일 이내 개별 배송되며, 이벤트 경품은 2023년 8월 11일 이내 [Company]>My하나>쿠폰함으로 지급됩니다."
567,경품은 2023년 8월 25일 이후에 배송됩니다.,neutral,"경품은 2023년 8월 25일 이내 개별 배송되며, 이벤트 경품은 2023년 8월 11일 이내 [Company]>My하나>쿠폰함으로 지급됩니다."
568,경품은 2023년 8월 11일 이전에 지급됩니다.,contradiction,"경품은 2023년 8월 25일 이내 개별 배송되며, 이벤트 경품은 2023년 8월 11일 이내 [Company]>My하나>쿠폰함으로 지급됩니다."
569,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 25일 이후입니다.",entailment,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 25일까지입니다."
570,"이 홍보물은 법령 및 내부통제기준에 따라 제공되지 않으며, 유효기간은 2023년 7월 25일까지입니다.",neutral,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 25일까지입니다."
571,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 26일까지입니다.",contradiction,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 25일까지입니다."
572,준법감시인 심의필 제2023-광고-05053호(2023.07.20)는 유효한 심의필이다.,entailment,준법감시인 심의필 제2023-광고-05053호(2023.07.20).
573,준법감시인 심의필 제2023-광고-05053호(2023.07.20)는 광고와 관련이 없다.,neutral,준법감시인 심의필 제2023-광고-05053호(2023.07.20).
574,준법감시인 심의필 제2023-광고-05053호(2023.07.20)는 유효하지 않은 심의필이다.,contradiction,준법감시인 심의필 제2023-광고-05053호(2023.07.20).
575,"은행 고객센터 (XXXX-XXXX), 무료수신거부를 신청하려면 XXX-XXX-XXXX로 전화하세요.",entailment,"은행 고객센터 (XXXX-XXXX), 무료수신거부 XXX-XXX-XXXX."
576,"은행 고객센터 (XXXX-XXXX), 무료수신거부를 신청하려면 이메일을 보내야 합니다.",neutral,"은행 고객센터 (XXXX-XXXX), 무료수신거부 XXX-XXX-XXXX."
577,"은행 고객센터 (XXXX-XXXX), 무료수신거부를 신청하려면 전화하지 말아야 합니다.",contradiction,"은행 고객센터 (XXXX-XXXX), 무료수신거부 XXX-XXX-XXXX."
578,은행에서는 복날을 맞이하여 특별한 세일을 진행하고 있습니다.,entailment,은행에서는 복날을 맞이하여 특별한 이벤트를 진행하고 있습니다.
579,은행에서는 크리스마스를 맞이하여 특별한 이벤트를 진행하고 있습니다.,neutral,은행에서는 복날을 맞이하여 특별한 이벤트를 진행하고 있습니다.
580,은행에서는 복날을 맞이하여 특별한 이벤트를 진행하지 않고 있습니다.,contradiction,은행에서는 복날을 맞이하여 특별한 이벤트를 진행하고 있습니다.
581,"이벤트에 참여하면 룰렛을 돌릴 수 있고, 당첨 확률이 100%입니다.",entailment,"이벤트에 참여하시면 룰렛을 돌릴 수 있으며, 100% 당첨이 가능합니다."
582,"이벤트에 참여하면 룰렛을 돌릴 수 있지만, 당첨 확률은 50%입니다.",neutral,"이벤트에 참여하시면 룰렛을 돌릴 수 있으며, 100% 당첨이 가능합니다."
583,"이벤트에 참여하면 룰렛을 돌릴 수 없으며, 당첨이 불가능합니다.",contradiction,"이벤트에 참여하시면 룰렛을 돌릴 수 있으며, 100% 당첨이 가능합니다."
584,이벤트 페이지에서 '스핀하기'를 클릭하면 참여할 수 있습니다.,entailment,이벤트 페이지에서 '룰렛 돌리기'를 클릭하면 참여할 수 있습니다.
585,이벤트 페이지에서 '상품 보기'를 클릭하면 참여할 수 있습니다.,neutral,이벤트 페이지에서 '룰렛 돌리기'를 클릭하면 참여할 수 있습니다.
586,이벤트 페이지에서 '룰렛 돌리기'를 클릭하면 참여할 수 없습니다.,contradiction,이벤트 페이지에서 '룰렛 돌리기'를 클릭하면 참여할 수 있습니다.
587,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금) 이후에 지급됩니다.",entailment,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금)까지 순차적으로 지급됩니다."
588,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되지 않으며, 경품은 2023년 7월 28일(금)까지 지급됩니다.",neutral,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금)까지 순차적으로 지급됩니다."
589,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금)까지 동시에 지급됩니다.",contradiction,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금)까지 순차적으로 지급됩니다."
590,이벤트에 참여하려면 [Service] 앱을 업데이트해야 합니다.,entailment,"이벤트에 참여하려면 [Service] 앱의 최신 버전을 사용해야 하며, 한 번의 참여만 가능합니다."
591,이벤트에 참여하려면 [Service] 앱을 사용하지 않아도 됩니다.,neutral,"이벤트에 참여하려면 [Service] 앱의 최신 버전을 사용해야 하며, 한 번의 참여만 가능합니다."
592,이벤트에 참여하려면 [Service] 앱의 최신 버전을 사용하지 않아야 합니다.,contradiction,"이벤트에 참여하려면 [Service] 앱의 최신 버전을 사용해야 하며, 한 번의 참여만 가능합니다."
593,경품은 등록된 이메일 주소로 발송되므로 고객정보를 확인해주시기 바랍니다.,entailment,경품은 등록된 휴대폰 번호로 발송되므로 고객정보를 확인해주시기 바랍니다.
594,경품은 등록된 주소로 발송되므로 고객정보를 확인해주시기 바랍니다.,neutral,경품은 등록된 휴대폰 번호로 발송되므로 고객정보를 확인해주시기 바랍니다.
595,경품은 등록된 휴대폰 번호로 발송되지 않으므로 고객정보를 확인해주시기 바랍니다.,contradiction,경품은 등록된 휴대폰 번호로 발송되므로 고객정보를 확인해주시기 바랍니다.
596,휴대폰 기종에 따라 이벤트 링크 접속이 빨라질 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.,entailment,휴대폰 기종에 따라 이벤트 링크 접속이 지연될 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.
597,휴대폰 기종에 따라 이벤트 링크 접속이 원활하지 않을 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.,neutral,휴대폰 기종에 따라 이벤트 링크 접속이 지연될 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.
598,휴대폰 기종에 따라 이벤트 링크 접속이 빠르지 않을 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.,contradiction,휴대폰 기종에 따라 이벤트 링크 접속이 지연될 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.
599,은행의 사정에 따라 이벤트 일정이 변경되었습니다.,entailment,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의해주시기 바랍니다."
600,은행의 사정에 따라 이벤트가 취소되었습니다.,contradiction,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의해주시기 바랍니다."
601,은행의 사정에 관계없이 이벤트는 계속 진행됩니다.,neutral,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의해주시기 바랍니다."
602,KB은행은 고객들에게 대출 상품을 제공하고 있습니다.,entailment,KB은행은 다음과 같은 서비스를 고객들에게 소개하고 있습니다.
603,KB은행은 고객들에게 은행 이자율을 알려주고 있습니다.,neutral,KB은행은 다음과 같은 서비스를 고객들에게 소개하고 있습니다.
604,KB은행은 고객들에게 신용카드를 제공하지 않습니다.,contradiction,KB은행은 다음과 같은 서비스를 고객들에게 소개하고 있습니다.
605,KB국민인증서를 사용하여 로그인하면 카드나 OTP 없이 6자리 간편비밀번호로 이체할 수 있습니다.,entailment,"첫 번째로는 KB국민인증서로, 패턴, 지문, Face ID를 통해 쉽게 로그인할 수 있으며, 카드나 OTP 없이 6자리 간편비밀번호로 이체할 수 있습니다."
606,KB국민인증서를 사용하지 않고도 로그인하면 6자리 간편비밀번호로 이체할 수 있습니다.,neutral,"첫 번째로는 KB국민인증서로, 패턴, 지문, Face ID를 통해 쉽게 로그인할 수 있으며, 카드나 OTP 없이 6자리 간편비밀번호로 이체할 수 있습니다."
607,KB국민인증서를 사용하여 로그인하면 카드나 OTP를 사용하여 이체할 수 있습니다.,contradiction,"첫 번째로는 KB국민인증서로, 패턴, 지문, Face ID를 통해 쉽게 로그인할 수 있으며, 카드나 OTP 없이 6자리 간편비밀번호로 이체할 수 있습니다."
608,다른 금융기관의 계좌를 조회하고 출금할 수 있는 서비스를 이용하면 계좌이체 수수료가 무료입니다.,entailment,"두 번째로는 오픈뱅킹으로, 다른 금융기관의 계좌를 조회하고 출금할 수 있으며, [Service] 계좌를 등록하면 계좌이체 수수료가 무료입니다."
609,오픈뱅킹을 통해 다른 금융기관의 계좌를 조회하고 출금할 수 있습니다.,neutral,"두 번째로는 오픈뱅킹으로, 다른 금융기관의 계좌를 조회하고 출금할 수 있으며, [Service] 계좌를 등록하면 계좌이체 수수료가 무료입니다."
610,다른 금융기관의 계좌를 조회하고 출금할 수 있는 서비스를 이용하면 계좌이체 수수료가 부과됩니다.,contradiction,"두 번째로는 오픈뱅킹으로, 다른 금융기관의 계좌를 조회하고 출금할 수 있으며, [Service] 계좌를 등록하면 계좌이체 수수료가 무료입니다."
611,마이데이터를 통해 나의 금융정보와 비금융정보를 확인할 수 있습니다.,entailment,"마지막으로는 마이데이터로, 나의 금융정보와 비금융정보를 한 눈에 확인할 수 있으며, 소비패턴 분석을 통한 지출관리 서비스를 제공합니다."
612,마이데이터로는 나의 금융정보와 비금융정보를 확인할 수 없습니다.,neutral,"마지막으로는 마이데이터로, 나의 금융정보와 비금융정보를 한 눈에 확인할 수 있으며, 소비패턴 분석을 통한 지출관리 서비스를 제공합니다."
613,마이데이터로는 나의 금융정보만 확인할 수 있습니다.,contradiction,"마지막으로는 마이데이터로, 나의 금융정보와 비금융정보를 한 눈에 확인할 수 있으며, 소비패턴 분석을 통한 지출관리 서비스를 제공합니다."
614,KB은행의 서비스에 대한 상세한 내용은 고객센터에서 확인할 수 있습니다.,entailment,"이러한 서비스에 대한 상세한 설명과 약관은 KB은행 홈페이지에서 확인할 수 있으며, 고객센터로 문의할 수 있습니다."
615,KB은행의 서비스에 대한 상세한 내용은 다른 은행에서 확인할 수 있습니다.,neutral,"이러한 서비스에 대한 상세한 설명과 약관은 KB은행 홈페이지에서 확인할 수 있으며, 고객센터로 문의할 수 있습니다."
616,KB은행의 서비스에 대한 상세한 내용은 고객센터에서 확인할 수 없습니다.,contradiction,"이러한 서비스에 대한 상세한 설명과 약관은 KB은행 홈페이지에서 확인할 수 있으며, 고객센터로 문의할 수 있습니다."
617,이벤트에 참여하면 경품을 얻을 수 있습니다.,entailment,이벤트에 참여하시면 경품을 100% 당첨할 수 있습니다.
618,이벤트에 참여하면 경품을 얻을 확률이 높아집니다.,neutral,이벤트에 참여하시면 경품을 100% 당첨할 수 있습니다.
619,이벤트에 참여하면 경품을 얻을 수 없습니다.,contradiction,이벤트에 참여하시면 경품을 100% 당첨할 수 있습니다.
620,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, [Company] 고객을 대상으로 합니다.",entailment,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, 은행으로부터 수신 동의한 [Company] 고객을 대상으로 합니다."
621,"이벤트 기간은 2023년 8월 14일부터 8월 31일까지이며, 은행으로부터 수신 동의한 [Company] 고객을 대상으로 합니다.",neutral,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, 은행으로부터 수신 동의한 [Company] 고객을 대상으로 합니다."
622,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, 은행으로부터 수신 동의하지 않은 [Company] 고객을 대상으로 합니다.",contradiction,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, 은행으로부터 수신 동의한 [Company] 고객을 대상으로 합니다."
623,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 6개월 연결 등록해야 합니다.,entailment,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 1년 연결 등록해야 합니다.
624,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 1년 연결 등록하지 않아도 됩니다.,neutral,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 1년 연결 등록해야 합니다.
625,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 2년 연결 등록해야 합니다.,contradiction,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 1년 연결 등록해야 합니다.
626,은행에서는 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의를 받아야 합니다.,entailment,"또한, 은행의 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의도 필수입니다."
627,은행에서는 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의를 받지 않아도 됩니다.,neutral,"또한, 은행의 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의도 필수입니다."
628,은행에서는 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의를 받지 않아야 합니다.,contradiction,"또한, 은행의 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의도 필수입니다."
629,2023년 8월 18일에 발표된 당첨자는 경품을 받을 수 있습니다.,entailment,"당첨자는 2023년 8월 18일에 발표되며, 경품은 2023년 8월 25일까지 발송됩니다."
630,2023년 8월 18일에 발표된 당첨자는 경품을 받을 수 없습니다.,contradiction,"당첨자는 2023년 8월 18일에 발표되며, 경품은 2023년 8월 25일까지 발송됩니다."
631,2023년 8월 18일에 발표된 당첨자는 다른 날에 경품을 받을 수 있습니다.,neutral,"당첨자는 2023년 8월 18일에 발표되며, 경품은 2023년 8월 25일까지 발송됩니다."
632,은행 고객센터에서 이벤트에 대한 자세한 내용을 확인하실 수 있습니다.,entailment,이벤트에 대한 자세한 내용은 은행 고객센터나 홈페이지를 참고해주시기 바랍니다.
633,은행 고객센터에서 대출 상담을 받으실 수 있습니다.,neutral,이벤트에 대한 자세한 내용은 은행 고객센터나 홈페이지를 참고해주시기 바랍니다.
634,은행 고객센터에서 이벤트에 대한 내용을 알려주지 않습니다.,contradiction,이벤트에 대한 자세한 내용은 은행 고객센터나 홈페이지를 참고해주시기 바랍니다.
635,은행에서는 내일 하루 동안만 특별한 이벤트를 진행합니다.,entailment,은행에서는 오늘 하루 동안만 특별한 이벤트를 진행합니다.
636,은행에서는 오늘 하루 동안 특별한 이벤트를 진행하지 않습니다.,neutral,은행에서는 오늘 하루 동안만 특별한 이벤트를 진행합니다.
637,은행에서는 오늘 하루 동안만 일반적인 이벤트를 진행합니다.,contradiction,은행에서는 오늘 하루 동안만 특별한 이벤트를 진행합니다.
638,은행에서 이벤트에 참여하신 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.,entailment,이벤트에 참여하신 은행 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.
639,은행에서 이벤트에 참여하신 고객님들께는 메가MGC커피 (HOT) 아메리카노 1매를 선물로 드립니다.,neutral,이벤트에 참여하신 은행 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.
640,은행에서 이벤트에 참여하지 않으신 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.,contradiction,이벤트에 참여하신 은행 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.
